channel_variant,arch,snr_db,ber,n_errors,n_symbols,ber_ci_lo,ber_ci_hi,mse_tau,corr_tau,mse_fd,corr_fd
nominal,qkv,-5.0,0.39975,1599,4000,0.38467293111746065,0.4150194372621246,88.08137728938065,0.20010855110179998,5.32215192515109e-10,-0.013679128457166111
nominal,qkv,-3.0,0.39275,1571,4000,0.3777255953613187,0.40798020522432227,84.09846339626154,0.26972231366627225,5.303699850669149e-10,0.010250940893579003
nominal,qkv,-1.0,0.38625,1545,4000,0.3712774114231464,0.40144086192526074,80.03342998164537,0.35135319911577295,5.499358309968186e-10,-0.022934544503013105
nominal,qkv,1.0,0.38825,1553,4000,0.3732611676316278,0.4034532679436205,71.88172989062436,0.44369852741613897,5.377122202170685e-10,0.017247016144636654
nominal,qkv,3.0,0.40925,1637,4000,0.39410661156218346,0.4245675273948975,66.34975937353944,0.5339650752768125,5.237290178202403e-10,0.011368883631757577
nominal,qkv,5.0,0.42225,1689,4000,0.4070253649558485,0.43762382847570025,58.44450532361793,0.6136578747784565,5.372463093399617e-10,0.0009014085495138628
nominal,qkv,7.0,0.4235,1694,4000,0.40826812682884484,0.4388786679944796,52.41062931739067,0.6667073443666853,5.329078285168938e-10,0.0054244406886807
nominal,qkv,9.0,0.41975,1679,4000,0.4045401422811252,0.43511384836687195,45.35082954095878,0.7391347833283937,5.323233217453096e-10,-0.012432530195057996
nominal,qkv,11.0,0.4255,1702,4000,0.41025675418912905,0.4408862028610366,40.716125972337174,0.7700774436037403,5.482621714625001e-10,-0.008322536069279013
nominal,qkv,13.0,0.443,1772,4000,0.4276681167850893,0.45844125974993677,38.101624350410646,0.8000328115921177,5.341369634954231e-10,0.002405067803101796
nominal,qkv,15.0,0.427,1708,4000,0.4117483927565184,0.4423916859637781,36.10125168538603,0.8238000816806028,5.286312435111786e-10,-0.0030241365368813148
nominal,qkv,17.0,0.43425,1737,4000,0.4189600032938014,0.44966616349879446,33.81439650980902,0.8347211028367533,5.274225423808996e-10,-0.0236554635922135
nominal,qkv,19.0,0.43325,1733,4000,0.4179650994111883,0.44866298626798695,33.18156914853696,0.842484019608838,5.419660467375649e-10,-0.013503182403448954
nominal,qkv,21.0,0.43675,1747,4000,0.42144754083173397,0.4521738287444135,31.378645479990855,0.8534521126127399,5.422635522493908e-10,-0.0075314360150219575
b_tdl_d,qkv,-5.0,0.438,1752,4000,0.422691458253944,0.45342751271397913,102.35152378918986,-0.003037490565284617,5.46540059050537e-10,-0.025959578811775273
b_tdl_d,qkv,-3.0,0.4535,1814,4000,0.43812422966279324,0.46896499856314916,99.15778174044137,-0.008183468153835395,5.108036476930019e-10,0.00795616335401429
b_tdl_d,qkv,-1.0,0.47875,1915,4000,0.46329692735816996,0.49424384898164253,100.79063894113078,0.018161263284288975,5.553233221910693e-10,-0.014627310807289861
b_tdl_d,qkv,1.0,0.474,1896,4000,0.45855843780592154,0.489491453245143,105.22440083675666,-0.023720858803616733,5.264910060827493e-10,-0.013228236232273944
b_tdl_d,qkv,3.0,0.48,1920,4000,0.46454413108489834,0.49549424664668984,108.1158212856889,-0.010788946026243371,5.508637789083321e-10,0.004305734996576676
b_tdl_d,qkv,5.0,0.478,1912,4000,0.4625486516638797,0.4934935638408672,106.04697183506889,-0.01171070090062622,5.12895543973001e-10,-0.025471941651818212
b_tdl_d,qkv,7.0,0.48675,1947,4000,0.47128070559046714,0.50224471965671,110.36549738220536,-0.023102560204044754,5.192014818007538e-10,9.306636058395163e-05
b_tdl_d,qkv,9.0,0.48925,1957,4000,0.4737764497322108,0.5047441782985179,100.80944673014366,0.009914631853342423,4.938590616474983e-10,-0.016953404728772867
b_tdl_d,qkv,11.0,0.48575,1943,4000,0.4702825163478188,0.5012448277859378,109.48633121757707,-0.04382644733328038,5.619496193400596e-10,0.008516035606348159
b_tdl_d,qkv,13.0,0.49375,1975,4000,0.47826976456665643,0.509242228474465,115.45516690073894,-0.0023165331213671936,5.085535855275937e-10,-0.00014097550288955598
b_tdl_d,qkv,15.0,0.486,1944,4000,0.47053205784959934,0.5014948065625123,107.84702223609466,-0.005066689702640199,5.129121330281206e-10,-0.005974311824884549
b_tdl_d,qkv,17.0,0.485,1940,4000,0.4695339150803003,0.5004948682183908,114.41433962392003,0.002953191871122811,5.329236001907829e-10,-0.0028776169429788256
b_tdl_d,qkv,19.0,0.47925,1917,4000,0.4637957972146473,0.4947440196818755,119.04184097873063,-0.01982000847464999,5.489652502484307e-10,0.025228204635067406
b_tdl_d,qkv,21.0,0.49,1960,4000,0.47452524846189964,0.5054939404038945,112.63642291039818,-0.004664568852947347,5.270978449810384e-10,0.010437154234121032
